codigo_mun,total_homicidios,cod_dpto,municipio,poblacion,nombre_dpto,longitud,latitud,tasa_homicidios
5138,10,5,Cañasgordas,16371,ANTIOQUIA,"-76,028228","6,753859",61.083623480544865
5142,2,5,Caracolí,4824,ANTIOQUIA,"-74,757421","6,409829",41.459369817578775
5145,1,5,Caramanta,4951,ANTIOQUIA,"-75,643868","5,54853",20.197939810139363
5147,9,5,Carepa,52184,ANTIOQUIA,"-76,652652","7,755148",17.246665644642036
5148,19,5,El Carmen de Viboral,64265,ANTIOQUIA,"-75,333901","6,082885",29.565082082004203
5150,1,5,Carolina,4219,ANTIOQUIA,"-75,283192","6,725995",23.70229912301493
5154,75,5,Caucasia,97803,ANTIOQUIA,"-75,197996","7,977278",76.68476427103462
5172,16,5,Chigorodó,62235,ANTIOQUIA,"-76,681531","7,666147",25.70900618622961
5190,4,5,Cisneros,10422,ANTIOQUIA,"-75,087047","6,537829",38.380349261178274
5197,7,5,Cocorná,16551,ANTIOQUIA,"-75,185483","6,058295",42.293517008035764
5206,1,5,Concepción,5049,ANTIOQUIA,"-75,257587","6,394348",19.805902158843335
5209,20,5,Concordia,22737,ANTIOQUIA,"-75,908448","6,045738",87.96235211329551
5212,20,5,Copacabana,84209,ANTIOQUIA,"-75,509384","6,348557",23.75043047655239
5234,9,5,Dabeiba,24586,ANTIOQUIA,"-76,261614","6,998112",36.60619864963801
5237,4,5,Donmatías,20360,ANTIOQUIA,"-75,39263","6,485603",19.646365422396855
5240,1,5,Ebéjico,12820,ANTIOQUIA,"-75,766413","6,325615",7.800312012480499
5250,29,5,El Bagre,56306,ANTIOQUIA,"-74,799097","7,5975",51.504280183284195
5264,2,5,Entrerríos,12062,ANTIOQUIA,"-75,517685","6,566273",16.5809981760902
5266,12,5,Envigado,248304,ANTIOQUIA,"-75,582192","6,166695",4.832785617630002
5282,3,5,Fredonia,25981,ANTIOQUIA,"-75,675072","5,928039",11.546899657441978
5284,7,5,Frontino,21905,ANTIOQUIA,"-76,130765","6,776066",31.956174389408808
5306,1,5,Giraldo,5963,ANTIOQUIA,"-75,952158","6,680808",16.770082173402653
5308,13,5,Girardota,55902,ANTIOQUIA,"-75,444238","6,379472",23.25498193266788
5310,4,5,Gómez Plata,10397,ANTIOQUIA,"-75,220018","6,683269",38.47263633740502
5313,4,5,Granada,10785,ANTIOQUIA,"-75,184446","6,142892",37.088548910523876
5315,2,5,Guadalupe,6966,ANTIOQUIA,"-75,239862","6,815069",28.71088142405972
5318,18,5,Guarne,59710,ANTIOQUIA,"-75,441612","6,27787",30.145704237146205
5321,2,5,Guatapé,9020,ANTIOQUIA,"-75,160041","6,232461",22.172949002217294
5347,2,5,Heliconia,5716,ANTIOQUIA,"-75,734322","6,206757",34.98950314905528
5353,10,5,Hispania,5846,ANTIOQUIA,"-75,906587","5,799461",171.05713308244952
5360,15,5,Itagüí,299348,ANTIOQUIA,"-75,612056","6,175079",5.010890334994722
5361,14,5,Ituango,28890,ANTIOQUIA,"-75,764673","7,171629",48.45967462789893
5364,2,5,Jardín,15513,ANTIOQUIA,"-75,818982","5,597542",12.89241281505834
5368,2,5,Jericó,14454,ANTIOQUIA,"-75,785499","5,789748",13.83700013837
5376,7,5,La Ceja,70387,ANTIOQUIA,"-75,429433","6,028062",9.945018256212085
5380,10,5,La Estrella,77611,ANTIOQUIA,"-75,637708","6,145238",12.88477148857765
5400,6,5,La Unión,23072,ANTIOQUIA,"-75,360874","5,973845",26.005547850208043
5411,5,5,Liborina,10649,ANTIOQUIA,"-75,812838","6,677316",46.952765517889006
5425,5,5,Maceo,8707,ANTIOQUIA,"-74,78716","6,552116",57.42506029631331
5440,16,5,Marinilla,69898,ANTIOQUIA,"-75,339345","6,173995",22.89049758219119
5467,1,5,Montebello,7035,ANTIOQUIA,"-75,523455","5,946313",14.214641080312722
5475,1,5,Murindó,5300,ANTIOQUIA,"-76,817485","6,97771",18.867924528301884
5480,3,5,Mutatá,15035,ANTIOQUIA,"-76,435875","7,242875",19.953441968739607
5483,4,5,Nariño,10812,ANTIOQUIA,"-75,176262","5,610777",36.99593044765076
5490,7,5,Necoclí,45530,ANTIOQUIA,"-76,787271","8,434526",15.374478365912585
5495,4,5,Nechí,27901,ANTIOQUIA,"-74,77647","8,094129",14.336403713128561
5541,10,5,Peñol,22592,ANTIOQUIA,"-75,242693","6,219349",44.26345609065156
5543,2,5,Peque,8644,ANTIOQUIA,"-75,910357","7,021029",23.137436372049976
5576,14,5,Pueblorrico,9198,ANTIOQUIA,"-75,839903","5,79158",152.20700152207002
5579,19,5,Puerto Berrío,42203,ANTIOQUIA,"-74,410016","6,487028",45.020496173257825
5585,2,5,Puerto Nare,15232,ANTIOQUIA,"-74,583012","6,186025",13.130252100840336
5591,3,5,Puerto Triunfo,19554,ANTIOQUIA,"-74,64119","5,871318",15.342129487572876
5604,50,5,Remedios,30501,ANTIOQUIA,"-74,698135","7,029424",163.929051506508
5607,5,5,Retiro,25431,ANTIOQUIA,"-75,501301","6,062454",19.66104360819472
5615,35,5,Rionegro,146880,ANTIOQUIA,"-75,377316","6,147148",23.82897603485839
5628,3,5,Sabanalarga,9668,ANTIOQUIA,"-75,816645","6,850028",31.03020273065784
5631,2,5,Sabaneta,89647,ANTIOQUIA,"-75,615479","6,149903",2.230972592501701
5642,29,5,Salgar,19314,ANTIOQUIA,"-75,976807","5,964198",150.15015015015015
5647,13,5,San Andrés de Cuerquía,7649,ANTIOQUIA,"-75,674564","6,916676",169.95685710550399
5649,7,5,San Carlos,16984,ANTIOQUIA,"-74,988097","6,187746",41.21526142251531
5656,7,5,San Jerónimo,16499,ANTIOQUIA,"-75,726975","6,44809",42.42681374628765
5658,3,5,San José de La Montaña,3920,ANTIOQUIA,"-75,683352","6,85009",76.53061224489795
5659,1,5,San Juan de Urabá,21707,ANTIOQUIA,"-76,52857","8,758964",4.6068088635002535
5660,1,5,San Luis,13791,ANTIOQUIA,"-74,993619","6,043017",7.2511057936335295
5664,9,5,San Pedro de Los Milagros,23573,ANTIOQUIA,"-75,556743","6,46012",38.17927289695839
5665,3,5,San Pedro de Urabá,33180,ANTIOQUIA,"-76,380567","8,276884",9.041591320072333
5667,6,5,San Rafael,16617,ANTIOQUIA,"-75,02849","6,293759",36.107600649936806
5670,5,5,San Roque,22966,ANTIOQUIA,"-75,019109","6,485939",21.771314116520074
5674,5,5,San Vicente,23546,ANTIOQUIA,"-75,332616","6,282164",21.23502930434044
5679,9,5,Santa Bárbara,27862,ANTIOQUIA,"-75,567351","5,875527",32.30206015361424
5686,12,5,Santa Rosa de Osos,39054,ANTIOQUIA,"-75,460723","6,643366",30.726686126901217
5690,4,5,Santo Domingo,13075,ANTIOQUIA,"-75,164903","6,473032",30.592734225621413
5697,10,5,El Santuario,38116,ANTIOQUIA,"-75,265465","6,136871",26.235701542659253
5736,45,5,Segovia,40922,ANTIOQUIA,"-74,701596","7,079648",109.96529983871757
5756,30,5,Sonsón,38520,ANTIOQUIA,"-75,309596","5,714851",77.88161993769471
5761,9,5,Sopetrán,16089,ANTIOQUIA,"-75,747378","6,500745",55.93884020137983
5790,29,5,Tarazá,29082,ANTIOQUIA,"-75,401407","7,580127",99.71803864933636
5792,5,5,Tarso,6555,ANTIOQUIA,"-75,822956","5,864542",76.27765064836004
5809,13,5,Titiribí,11364,ANTIOQUIA,"-75,791887","6,062391",114.39633931714187
5819,12,5,Toledo,5266,ANTIOQUIA,"-75,692281","7,010328",227.87694644891758
5837,25,5,Turbo,134517,ANTIOQUIA,"-76,728858","8,089929",18.585011559877188
5842,1,5,Uramita,7277,ANTIOQUIA,"-76,173284","6,898393",13.74192661811186
5847,26,5,Urrao,32139,ANTIOQUIA,"-76,133951","6,317343",80.89859672049535
5854,24,5,Valdivia,14722,ANTIOQUIA,"-75,439274","7,1652",163.02132862382828
5858,9,5,Vegachí,12556,ANTIOQUIA,"-74,798714","6,773525",71.67887862376553
5861,8,5,Venecia,12322,ANTIOQUIA,"-75,735544","5,964693",64.92452523940919
5873,2,5,Vigía del Fuerte,9752,ANTIOQUIA,"-76,896004","6,588164",20.508613617719444
5885,6,5,Yalí,8091,ANTIOQUIA,"-74,840059","6,676554",74.15647015202076
5887,35,5,Yarumal,44457,ANTIOQUIA,"-75,418828","6,963832",78.72775940796724
5890,8,5,Yolombó,24023,ANTIOQUIA,"-75,013385","6,594511",33.30141947300503
5893,18,5,Yondó,20727,ANTIOQUIA,"-73,912445","7,00396",86.84324793747287
5895,12,5,Zaragoza,26207,ANTIOQUIA,"-74,867075","7,488583",45.78929293700156
8001,493,8,Barranquilla,1334509,ATLÁNTICO,"-74,815546","10,977961",36.94242601586051
8078,10,8,Baranoa,69745,ATLÁNTICO,"-74,916077","10,79445",14.33794537242813
8137,6,8,Campo de La Cruz,25047,ATLÁNTICO,"-74,880847","10,378291",23.954964666427117
8141,2,8,Candelaria,17732,ATLÁNTICO,"-74,879717","10,461903",11.279043537108054
8296,13,8,Galapa,68594,ATLÁNTICO,"-74,870385","10,919033",18.952094935417094
8372,3,8,Juan de Acosta,23569,ATLÁNTICO,"-75,041032","10,83254",12.728584157155586
8421,5,8,Luruaco,31193,ATLÁNTICO,"-75,14199","10,610491",16.02923732888789
8433,77,8,Malambo,143950,ATLÁNTICO,"-74,776923","10,857086",53.49079541507467
8520,9,8,Palmar de Varela,32365,ATLÁNTICO,"-74,754765","10,738591",27.807817086358718
8558,3,8,Polonuevo,20207,ATLÁNTICO,"-74,852981","10,777363",14.846340377097045
8560,4,8,Ponedera,26689,ATLÁNTICO,"-74,753885","10,641779",14.987448012289708
8573,21,8,Puerto Colombia,55463,ATLÁNTICO,"-74,888627","11,015322",37.863079891098565
8606,3,8,Repelón,29016,ATLÁNTICO,"-75,125534","10,493357",10.339123242349048
8634,8,8,Sabanagrande,36300,ATLÁNTICO,"-74,759496","10,792453",22.03856749311295
8638,17,8,Sabanalarga,104302,ATLÁNTICO,"-74,921256","10,632091",16.298824567122395
8685,4,8,Santo Tomás,33353,ATLÁNTICO,"-74,757859","10,758735",11.992924174736906
8758,248,8,Soledad,681835,ATLÁNTICO,"-74,786054","10,909921",36.37243614657505
8770,1,8,Suan,13185,ATLÁNTICO,"-74,881687","10,335432",7.584376185058778
8832,2,8,Tubará,19263,ATLÁNTICO,"-74,978704","10,873586",10.382598764470748
8849,1,8,Usiacurí,13692,ATLÁNTICO,"-74,976985","10,74298",7.3035349108968735
11001,1214,11,"Bogotá, D.C.",7929539,"BOGOTÁ, D.C.","-74,106992","4,649251",15.309843359115831
13001,381,13,Cartagena de Indias,1059626,BOLÍVAR,"-75,496269","10,385126",35.95608261782931
13006,7,13,Achí,27266,BOLÍVAR,"-74,557676","8,570107",25.672999339837162
13030,1,13,Altos del Rosario,12177,BOLÍVAR,"-74,164905","8,791865",8.212203334154554
13042,2,13,Arenal,8004,BOLÍVAR,"-73,941099","8,458865",24.98750624687656
13052,20,13,Arjona,75995,BOLÍVAR,"-75,344332","10,25666",26.317520889532204
13062,1,13,Arroyohondo,8808,BOLÍVAR,"-75,019215","10,250075",11.353315168029065
13074,4,13,Barranco de Loba,16337,BOLÍVAR,"-74,104391","8,947787",24.484299442982184
13140,2,13,Calamar,24768,BOLÍVAR,"-74,916144","10,250431",8.074935400516797
13160,5,13,Cantagallo,9101,BOLÍVAR,"-73,914605","7,378678",54.9390176903637
13188,3,13,Cicuco,14761,BOLÍVAR,"-74,645981","9,274281",20.323826299031232
13222,1,13,Clemencia,16224,BOLÍVAR,"-75,328469","10,567452",6.16370808678501
13244,26,13,El Carmen de Bolívar,76550,BOLÍVAR,"-75,121178","9,718653",33.96472893533638
13268,1,13,El Peñón,8136,BOLÍVAR,"-73,949274","8,988271",12.291052114060964
13430,29,13,Magangué,146203,BOLÍVAR,"-74,766742","9,263799",19.83543429341395
13433,5,13,Mahates,30352,BOLÍVAR,"-75,191643","10,233285",16.47337901950448
13440,2,13,Margarita,11818,BOLÍVAR,"-74,285137","9,15784",16.923337282112033
13442,11,13,María La Baja,50897,BOLÍVAR,"-75,300516","9,982402",21.61227577263886
13458,3,13,Montecristo,18370,BOLÍVAR,"-74,471176","8,297234",16.33097441480675
13468,3,13,Mompós,48799,BOLÍVAR,"-74,42818","9,244241",6.147666960388532
13473,11,13,Morales,24811,BOLÍVAR,"-73,868172","8,276558",44.33517391479586
13490,11,13,Norosí,10879,BOLÍVAR,"-74,038003","8,526259",101.11223458038423
13580,3,13,Regidor,7562,BOLÍVAR,"-73,821638","8,666258",39.672044432689766
13600,3,13,Río Viejo,11534,BOLÍVAR,"-73,840466","8,58795",26.01005722212589
13647,4,13,San Estanislao,19987,BOLÍVAR,"-75,153101","10,398602",20.01300845549607
13650,1,13,San Fernando,13841,BOLÍVAR,"-74,323811","9,214183",7.224911494834188
13654,10,13,San Jacinto,25904,BOLÍVAR,"-75,12105","9,830275",38.604076590487956
13657,3,13,San Juan Nepomuceno,40335,BOLÍVAR,"-75,081761","9,953751",7.437709185570845
13667,2,13,San Martín de Loba,16079,BOLÍVAR,"-74,039134","8,937485",12.438584489085143
13670,26,13,San Pablo,29770,BOLÍVAR,"-73,924602","7,476747",87.33624454148472
13673,7,13,Santa Catalina,16039,BOLÍVAR,"-75,287855","10,605294",43.643618679468794
13683,9,13,Santa Rosa,22912,BOLÍVAR,"-75,369824","10,444396",39.28072625698324
13688,37,13,Santa Rosa del Sur,36114,BOLÍVAR,"-74,052243","7,963938",102.45334219416291
13744,18,13,Simití,20066,BOLÍVAR,"-73,947264","7,953916",89.70397687630818
13780,3,13,Talaigua Nuevo,13986,BOLÍVAR,"-74,567479","9,30403",21.45002145002145
13810,2,13,Tiquisio,19664,BOLÍVAR,"-74,262922","8,558666",10.17087062652563
13836,26,13,Turbaco,115544,BOLÍVAR,"-75,427249","10,348316",22.5022502250225
13838,2,13,Turbaná,17929,BOLÍVAR,"-75,44265","10,274585",11.155111829996097
13873,12,13,Villanueva,25971,BOLÍVAR,"-75,275613","10,444089",46.20538292711101
13894,2,13,Zambrano,12886,BOLÍVAR,"-74,817879","9,746306",15.52072016141549
15001,7,15,Tunja,187286,BOYACÁ,"-73,355539","5,53988",3.737599179863951
15047,3,15,Aquitania,16480,BOYACÁ,"-72,88399","5,518602",18.203883495145632
15051,1,15,Arcabuco,6341,BOYACÁ,"-73,437503","5,755673",15.770383220312253
15097,1,15,Boavita,5422,BOYACÁ,"-72,584905","6,330703",18.44337882700111
15109,2,15,Buenavista,4688,BOYACÁ,"-73,94217","5,512594",42.66211604095563
15176,3,15,Chiquinquirá,60737,BOYACÁ,"-73,818745","5,61379",4.93932858060161
15183,1,15,Chita,8405,BOYACÁ,"-72,471892","6,187083",11.89767995240928
15185,1,15,Chitaraque,6226,BOYACÁ,"-73,4471","6,027425",16.061676839062
15204,2,15,Cómbita,14040,BOYACÁ,"-73,323957","5,634545",14.245014245014245
15223,2,15,Cubará,11295,BOYACÁ,"-72,107939","6,997275",17.706949977866312
15238,12,15,Duitama,132894,BOYACÁ,"-73,03063","5,822964",9.029753036254458
15244,1,15,El Cocuy,4422,BOYACÁ,"-72,444537","6,407738",22.61420171867933
15299,1,15,Garagoa,19415,BOYACÁ,"-73,364413","5,083234",5.150656708730363
15425,2,15,Macanal,5355,BOYACÁ,"-73,319593","4,972464",37.348272642390285
15442,3,15,Maripí,6078,BOYACÁ,"-74,00405","5,550091",49.35834155972359
15476,1,15,Motavita,6021,BOYACÁ,"-73,367841","5,5777",16.608536787908985
15507,2,15,Otanche,8613,BOYACÁ,"-74,180965","5,657536",23.22071287588529
15516,3,15,Paipa,36429,BOYACÁ,"-73,11782","5,779894",8.23519723297373
15533,1,15,Paya,2795,BOYACÁ,"-72,423775","5,625699",35.77817531305903
15572,23,15,Puerto Boyacá,50667,BOYACÁ,"-74,587782","5,976646",45.394438194485566
15580,1,15,Quípama,5272,BOYACÁ,"-74,180033","5,52055",18.96813353566009
15600,1,15,Ráquira,8518,BOYACÁ,"-73,632543","5,539136",11.739845034045551
15638,1,15,Sáchica,5933,BOYACÁ,"-73,542539","5,584305",16.854879487611665
15646,1,15,Samacá,19850,BOYACÁ,"-73,485589","5,492161",5.037783375314862
15667,1,15,San Luis de Gaceno,5877,BOYACÁ,"-73,168076","4,81976",17.015484090522374
15673,1,15,San Mateo,3568,BOYACÁ,"-72,555264","6,401683",28.026905829596412
15681,1,15,San Pablo de Borbur,7099,BOYACÁ,"-74,069963","5,650743",14.08649105507818
15755,1,15,Socotá,7688,BOYACÁ,"-72,636653","6,041162",13.007284079084288
15757,3,15,Socha,8525,BOYACÁ,"-72,691963","5,996717",35.19061583577712
15759,14,15,Sogamoso,137759,BOYACÁ,"-72,924355","5,723976",10.162675396888769
15776,2,15,Sutamarchán,6587,BOYACÁ,"-73,620536","5,619781",30.36283588887202
15790,2,15,Tasco,6216,BOYACÁ,"-72,781011","5,909821",32.17503217503217
15814,2,15,Toca,9428,BOYACÁ,"-73,184794","5,566464",21.213406873143825
15835,1,15,Turmequé,6528,BOYACÁ,"-73,491825","5,323261",15.318627450980392
15837,1,15,Tuta,8915,BOYACÁ,"-73,230285","5,689082",11.217049915872126
15897,1,15,Zetaquira,4954,BOYACÁ,"-73,17098","5,283443",20.185708518368994
17001,27,17,Manizales,457022,CALDAS,"-75,491025","5,057657",5.907811877765185
17013,8,17,Aguadas,23525,CALDAS,"-75,45487","5,610244",34.00637619553666
17042,6,17,Anserma,37573,CALDAS,"-75,784343","5,236471",15.968913847709793
17088,1,17,Belalcázar,10950,CALDAS,"-75,811918","4,993785",9.132420091324201
17174,17,17,Chinchiná,53609,CALDAS,"-75,607529","4,985227",31.711093286575014
17380,21,17,La Dorada,75448,CALDAS,"-74,668819","5,460834",27.833739794295408
17433,2,17,Manzanares,18789,CALDAS,"-75,152829","5,255699",10.644526052477513
17442,4,17,Marmato,9284,CALDAS,"-75,600049","5,47422",43.084877208099954
17444,2,17,Marquetalia,13701,CALDAS,"-75,053097","5,297525",14.597474636887819
17446,2,17,Marulanda,2726,CALDAS,"-75,259721","5,284304",73.36757153338225
17486,6,17,Neira,21644,CALDAS,"-75,520006","5,166895",27.721308445758638
17495,2,17,Norcasia,6146,CALDAS,"-74,889543","5,574796",32.54149040026033
17524,13,17,Palestina,16062,CALDAS,"-75,624577","5,017879",80.93637156020421
17614,2,17,Riosucio,54078,CALDAS,"-75,702104","5,423673",3.6983616257997705
17616,4,17,Risaralda,11333,CALDAS,"-75,76722","5,164509",35.2951557398747
17653,2,17,Salamina,20066,CALDAS,"-75,487223","5,403025",9.967108541812019
17662,3,17,Samaná,21415,CALDAS,"-74,992263","5,41308",14.008872285780996
17665,3,17,San José,4953,CALDAS,"-75,792063","5,08231",60.56935190793458
17777,10,17,Supía,29990,CALDAS,"-75,64966","5,446843",33.344448149383126
17867,1,17,Victoria,10525,CALDAS,"-74,911239","5,317437",9.501187648456057
17873,6,17,Villamaría,69021,CALDAS,"-75,502487","5,038925",8.693006476289824
17877,2,17,Viterbo,13235,CALDAS,"-75,87061","5,062664",15.11144692104269
18001,23,18,Florencia,179233,CAQUETÁ,"-75,609831","1,618196",12.83245830845882
18029,1,18,Albania,4794,CAQUETÁ,"-75,878375","1,328526",20.859407592824365
18094,6,18,Belén de Los Andaquíes,11557,CAQUETÁ,"-75,872405","1,415812",51.916587349658215
18150,9,18,Cartagena del Chairá,32841,CAQUETÁ,"-74,847867","1,332371",27.40476842970677
18205,1,18,Curillo,8109,CAQUETÁ,"-75,919205","1,033473",12.331976815883587
18247,6,18,El Doncello,20336,CAQUETÁ,"-75,283631","1,679951",29.50432730133753
18256,6,18,El Paujíl,19290,CAQUETÁ,"-75,326093","1,570226",31.104199066874024
18410,9,18,La Montañita,15621,CAQUETÁ,"-75,436408","1,479173",57.61474937584022
18460,1,18,Milán,10339,CAQUETÁ,"-75,506926","1,29021",9.672115291614276
18592,8,18,Puerto Rico,27890,CAQUETÁ,"-75,157604","1,909063",28.684116170670492
18610,18,18,San José del Fragua,13801,CAQUETÁ,"-75,973796","1,330266",130.42533149771756
18753,20,18,San Vicente del Caguán,54575,CAQUETÁ,"-74,767894","2,119413",36.646816307833255
18756,1,18,Solano,12111,CAQUETÁ,"-75,253702","0,699077",8.25695648583932
18785,2,18,Solita,6389,CAQUETÁ,"-75,619902","0,87654",31.303803412114572
18860,2,18,Valparaíso,7346,CAQUETÁ,"-75,70671","1,194619",27.225701061802344
19001,60,19,Popayán,343011,CAUCA,"-76,599377","2,459641",17.492150397509118
19022,3,19,Almaguer,19648,CAUCA,"-76,85607","1,913429",15.26872964169381
19050,55,19,Argelia,28128,CAUCA,"-77,24905","2,257427",195.53469852104664
19075,15,19,Balboa,22648,CAUCA,"-77,215773","2,040998",66.23101377605087
19100,14,19,Bolívar,39731,CAUCA,"-76,966215","1,837538",35.236968613928674
19110,32,19,Buenos Aires,35689,CAUCA,"-76,642238","3,015382",89.66348174507552
19130,24,19,Cajibío,45019,CAUCA,"-76,570682","2,623371",53.31082431862102
19137,17,19,Caldono,43224,CAUCA,"-76,484319","2,798059",39.33000185082361
19142,20,19,Caloto,31552,CAUCA,"-76,408941","3,034531",63.38742393509128
19212,42,19,Corinto,27111,CAUCA,"-76,261866","3,173854",154.91866769945779
19256,23,19,El Tambo,57741,CAUCA,"-76,810911","2,451409",39.83304757451378
19290,4,19,Florencia,5509,CAUCA,"-77,072547","1,682535",72.60845888546015
19300,40,19,Guachené,20594,CAUCA,"-76,392189","3,134153",194.2313295134505
19318,4,19,Guapi,29540,CAUCA,"-77,88797","2,571337",13.540961408259987
19355,5,19,Inzá,31097,CAUCA,"-76,063503","2,549183",16.078721420072675
19364,4,19,Jambaló,19297,CAUCA,"-76,323877","2,777834",20.72861066487019
19392,5,19,La Sierra,11406,CAUCA,"-76,763278","2,179383",43.836577240049095
19397,9,19,La Vega,26295,CAUCA,"-76,778771","2,001803",34.227039361095265
19418,5,19,López de Micay,19958,CAUCA,"-77,247803","2,846788",25.052610482012224
19450,17,19,Mercaderes,25097,CAUCA,"-77,164319","1,789193",67.73717974259871
19455,22,19,Miranda,33748,CAUCA,"-76,228722","3,254651",65.1890482398957
19473,22,19,Morales,42017,CAUCA,"-76,629106","2,754684",52.35975914510793
19513,5,19,Padilla,10607,CAUCA,"-76,313265","3,220984",47.13868200245121
19517,15,19,Páez,49628,CAUCA,"-75,970685","2,645724",30.22487305553317
19532,44,19,Patía,39406,CAUCA,"-76,981075","2,115875",111.65812312845759
19533,9,19,Piamonte,9807,CAUCA,"-76,327588","1,11754",91.77118384827163
19548,16,19,Piendamó - Tunía,43961,CAUCA,"-76,528615","2,64228",36.39589636268511
19573,44,19,Puerto Tejada,44610,CAUCA,"-76,417673","3,233254",98.6325935888814
19622,3,19,Rosas,12271,CAUCA,"-76,740336","2,260941",24.44788525792519
19698,127,19,Santander de Quilichao,118031,CAUCA,"-76,485141","3,015008",107.59885114927435
19743,17,19,Silvia,40404,CAUCA,"-76,379753","2,611927",42.07504207504207
19760,2,19,Sotará Paispamba,15010,CAUCA,"-76,613365","2,253156",13.324450366422385
19780,34,19,Suárez,34094,CAUCA,"-76,69357","2,959785",99.72429166422245
19785,3,19,Sucre,10044,CAUCA,"-76,926279","2,038237",29.86857825567503
19807,9,19,Timbío,38091,CAUCA,"-76,684476","2,349686",23.62762857367882
19809,3,19,Timbiquí,28111,CAUCA,"-77,667541","2,777312",10.671978940628223
19821,25,19,Toribío,37582,CAUCA,"-76,270284","2,953017",66.5212069607791
19824,4,19,Totoró,26580,CAUCA,"-76,403628","2,510252",15.048908954100828
19845,25,19,Villa Rica,22156,CAUCA,"-76,458025","3,17762",112.83625203105252
20001,123,20,Valledupar,567593,CESAR,"-73,259398","10,460472",21.670457528545985
20011,42,20,Aguachica,128425,CESAR,"-73,614027","8,306811",32.7039127895659
20013,22,20,Agustín Codazzi,70929,CESAR,"-73,238389","10,040454",31.016932425383132
20032,9,20,Astrea,23300,CESAR,"-73,975842","9,498062",38.62660944206009
20045,7,20,Becerril,25208,CESAR,"-73,278707","9,704404",27.76896223421136
20060,17,20,Bosconia,46856,CESAR,"-73,888761","9,975098",36.281372716407716
20175,10,20,Chimichagua,39670,CESAR,"-73,813278","9,25875",25.207965717166626
20178,16,20,Chiriguaná,32291,CESAR,"-73,599913","9,361058",49.54941005233656
20228,10,20,Curumaní,43557,CESAR,"-73,540843","9,201716",22.958422297219737
20238,19,20,El Copey,34993,CESAR,"-73,962703","10,149883",54.29657360043437
20250,11,20,El Paso,43619,CESAR,"-73,742012","9,668461",25.2183681423233
20295,1,20,Gamarra,17452,CESAR,"-73,737558","8,324793",5.730002292000917
20383,6,20,La Gloria,19962,CESAR,"-73,80321","8,619298",30.057108506161704
20400,8,20,La Jagua de Ibirico,54368,CESAR,"-73,334143","9,563752",14.714537963507945
20443,2,20,Manaure Balcón del Cesar,11765,CESAR,"-73,029472","10,390776",16.999575010624735
20517,8,20,Pailitas,21642,CESAR,"-73,625825","8,959399",36.96516033638296
20550,7,20,Pelaya,24170,CESAR,"-73,666735","8,689451",28.961522548613985
20570,4,20,Pueblo Bello,31317,CESAR,"-73,586211","10,417321",12.77261551234154
20614,11,20,Río de Oro,19557,CESAR,"-73,386393","8,292292",56.245845477322696
20621,12,20,La Paz,32358,CESAR,"-73,171365","10,387552",37.08511032820323
20710,9,20,San Alberto,30644,CESAR,"-73,393889","7,76111",29.369534003393813
20750,5,20,San Diego,22067,CESAR,"-73,181208","10,333039",22.658268001993928
20770,9,20,San Martín,31062,CESAR,"-73,510914","7,999855",28.97430944562488
20787,2,20,Tamalameque,17792,CESAR,"-73,812172","8,861725",11.241007194244604
23001,72,23,Montería,527456,CÓRDOBA,"-75,873096","8,759789",13.650427713401687
23068,1,23,Ayapel,49191,CÓRDOBA,"-75,146048","8,313838",2.0328921957268604
23079,3,23,Buenavista,22777,CÓRDOBA,"-75,480897","8,221187",13.17118145497651
23090,2,23,Canalete,16563,CÓRDOBA,"-76,241476","8,786939",12.075107166576103
23162,15,23,Cereté,114106,CÓRDOBA,"-75,796093","8,888532",13.145671568541532
23168,6,23,Chimá,19019,CÓRDOBA,"-75,626886","9,149698",31.5473999684526
23182,6,23,Chinú,51639,CÓRDOBA,"-75,399633","9,105473",11.619125079881485
23189,11,23,Ciénaga de Oro,63710,CÓRDOBA,"-75,620807","8,875794",17.26573536336525
23300,8,23,Cotorra,20538,CÓRDOBA,"-75,799216","9,037163",38.95218619145
23350,7,23,La Apartada,15806,CÓRDOBA,"-75,336031","8,050125",44.286979627989375
23417,14,23,Lorica,118451,CÓRDOBA,"-75,816084","9,240789",11.819233269453191
23419,1,23,Los Córdobas,20339,CÓRDOBA,"-76,35518","8,892098",4.916662569447858
23464,2,23,Momil,21094,CÓRDOBA,"-75,67796","9,240707",9.481369109699441
23466,25,23,Montelíbano,86647,CÓRDOBA,"-75,416818","7,973777",28.852701189885398
23500,2,23,Moñitos,32414,CÓRDOBA,"-76,1291","9,245223",6.17017338187203
23555,8,23,Planeta Rica,68822,CÓRDOBA,"-75,583241","8,4082",11.624189939263609
23570,7,23,Pueblo Nuevo,38645,CÓRDOBA,"-75,508035","8,504099",18.11359813688705
23580,10,23,Puerto Libertador,45416,CÓRDOBA,"-75,671761","7,888859",22.01867183371499
23586,2,23,Purísima de La Concepción,18581,CÓRDOBA,"-75,724987","9,239295",10.76368333243636
23660,12,23,Sahagún,116069,CÓRDOBA,"-75,445834","8,943048",10.338677855413591
23670,1,23,San Andrés Sotavento,50790,CÓRDOBA,"-75,50879","9,145448",1.9688915140775742
23672,9,23,San Antero,36581,CÓRDOBA,"-75,76112","9,376434",24.60293595035674
23675,2,23,San Bernardo del Viento,40064,CÓRDOBA,"-75,955107","9,35247",4.992012779552716
